custid,gender,age,age_cat,debtinc,card,carditems,cardspent,cardtype,creddebt,commute,commutetime,card2,card2items,card2spent,card2type,marital,homeown,hometype,cars,carown,region,ed_cat,ed_years,job_cat,employ_years,emp_cat,retire,annual_income,inc_cat
4309-WQQLQH-ZOI,Male,24,18-24,13.7,Discover,12,197.06,None,0.38,Car,32,Visa,2,50.41,Gold,Unmarried,Rent,Multiple-Family,3,Own,Zone 1,High school degree,14,"Operation, Fabrication, General Labor",3,2 to 5,No,47000.00,$25 - $49
4631-NGDAQE-YYF,Male,77,>65,19.9,Mastercard,6,47,None,0.11,Car,27,Other,6,57.72,Platinum,Unmarried,Rent,Mobile Home,3,Lease,Zone 4,Did not complete high school,8,Service,31,More than 15,Yes,9000.00,Under $25
0400-DJWIIC-FEW,Female,18,18-24,5.8,American Express,10,376.09,None,0.12,Walk,32,Visa,4,167.57,None,Unmarried,Rent,Single-family,2,Own,Zone 3,High school degree,13,Managerial and Professional,0,Less than 2,No,14000.00,Under $25
5004-SWJVRC-G3T,Male,44,35-49,21.2,Discover,12,291.18,Gold,5.01,Car,21,Mastercard,4,60.56,Platinum,Unmarried,Rent,Single-family,3,Own,Zone 1,College degree,17,"Operation, Fabrication, General Labor",17,More than 15,No,60000.00,$50 - $74
7105-ORRHUA-CHB,Female,42,35-49,8.5,Mastercard,10,200.53,Other,0.41,Car,32,American Express,3,65.75,Gold,Married,Own,Single-family,2,Lease,Zone 1,Some college,15,Managerial and Professional,5,2 to 5,No,21000.00,Under $25
4316-WQSXNZ-J9C,Female,39,35-49,15.5,Discover,5,119.53,Other,5.83,Bus,27,Mastercard,2,37.48,Gold,Married,Own,Single-family,2,Own,Zone 5,College degree,17,"Operation, Fabrication, General Labor",9,6 to 10,No,54000.00,$50 - $74
4129-FSTETP-3BF,Female,24,18-24,8.9,Visa,11,169.3,Platinum,0.56,Car,21,Mastercard,5,83.29,Platinum,Married,Rent,Single-family,3,Own,Zone 5,High school degree,14,Managerial and Professional,1,Less than 2,No,32000.00,$25 - $49
1851-APAMDI-9GB,Female,74,>65,1.9,Other,10,168.47,Other,0.08,Car,39,Mastercard,6,75.34,Other,Unmarried,Rent,Multiple-Family,3,Lease,Zone 5,High school degree,13,Sales and Office,8,6 to 10,Yes,12000.00,Under $25
2775-OZNOVC-6WC,Male,39,35-49,8.2,Discover,11,281.97,Platinum,2.18,Car,23,Visa,3,85.92,None,Married,Rent,Multiple-Family,2,Own,Zone 5,College degree,18,Sales and Office,0,Less than 2,No,67000.00,$50 - $74
8759-ITPNSL-XL6,Male,25,25-34,1.1,Visa,14,534.88,Other,0.13,Bus,26,Mastercard,3,113.07,None,Unmarried,Own,Single-family,2,Lease,Zone 5,College degree,17,Managerial and Professional,0,Less than 2,No,19000.00,Under $25
6658-YMWEDL-9CS,Male,42,35-49,4.5,Mastercard,16,432.5,Platinum,0.27,Car,39,American Express,2,54.83,Gold,Married,Own,Single-family,3,Own,Zone 4,College degree,18,Managerial and Professional,3,2 to 5,No,40000.00,$25 - $49
3289-XJNMAU-7HT,Male,32,25-34,2.3,American Express,14,838.24,None,0.03,Bus,18,Discover,5,232.29,Platinum,Married,Rent,Mobile Home,2,Lease,Zone 5,Post-undergraduate degree,22,"Operation, Fabrication, General Labor",3,2 to 5,No,21000.00,Under $25
9987-TYXPMR-SYS,Male,76,>65,5.1,Discover,16,824.24,Other,5.51,Car,19,Visa,4,176.17,Platinum,Married,Own,Single-family,3,Own,Zone 4,Post-undergraduate degree,20,Sales and Office,16,More than 15,No,179000.00,$125+
7263-AEWEKA-SU2,Female,28,25-34,7.7,Visa,10,233.59,None,0.42,Car,40,Mastercard,4,107.64,Gold,Married,Rent,Multiple-Family,2,Lease,Zone 2,Did not complete high school,8,"Precision Production, Craft, Repair",8,6 to 10,No,17000.00,Under $25
0439-PITRZR-4GK,Male,31,25-34,6.4,American Express,10,232.61,None,0.6,Carpool,27,Visa,6,125.47,Platinum,Unmarried,Rent,Multiple-Family,1,Lease,Zone 3,Some college,15,"Precision Production, Craft, Repair",7,6 to 10,No,21000.00,Under $25
6641-UYKMJY-7Y6,Male,28,25-34,4.1,Discover,13,526.89,Gold,0.33,Car,32,American Express,8,303.03,None,Married,Own,Condominium/Townhouse,2,Own,Zone 5,High school degree,13,Sales and Office,1,Less than 2,No,28000.00,$25 - $49
4012-LXDQWA-74N,Male,31,25-34,12.2,Mastercard,18,675.21,Other,0.94,Bus,25,Discover,4,149.23,Gold,Unmarried,Rent,Multiple-Family,1,Own,Zone 5,High school degree,14,Service,4,2 to 5,No,28000.00,$25 - $49
5483-UPUYLE-9GI,Male,56,50-64,4.5,Discover,11,628.65,Other,0.39,Car,31,American Express,3,175.94,Other,Married,Own,Condominium/Townhouse,2,Own,Zone 1,Some college,16,"Precision Production, Craft, Repair",23,More than 15,No,170000.00,$125+
7607-GOQTPA-B4L,Female,61,50-64,13,Discover,19,2461.03,Gold,7.26,Walk,23,American Express,2,159.24,None,Unmarried,Own,Single-family,2,Own,Zone 2,High school degree,12,"Operation, Fabrication, General Labor",35,More than 15,No,129000.00,$125+
9730-HTXQGE-VQU,Male,46,35-49,13.7,Mastercard,10,202.44,Platinum,0.63,Walk,32,Other,6,129.22,Gold,Married,Rent,Multiple-Family,2,Own,Zone 1,Some college,16,Sales and Office,5,2 to 5,No,29000.00,$25 - $49
8486-GACXIF-M31,Female,18,18-24,16.4,Visa,12,245.7,Other,0.89,Car,29,Mastercard,3,88.41,Platinum,Unmarried,Own,Condominium/Townhouse,2,Own,Zone 3,High school degree,13,Sales and Office,0,Less than 2,No,28000.00,$25 - $49
3462-SCLMCN-2BU,Male,48,35-49,0.7,Mastercard,11,273.21,Other,0.06,Carpool,29,Other,5,87.77,None,Unmarried,Own,Single-family,2,Own,Zone 4,High school degree,14,Managerial and Professional,4,2 to 5,No,46000.00,$25 - $49
8807-NPCRLG-3LX,Female,28,25-34,11.1,Discover,14,427.1,None,0.15,Car,21,American Express,4,172.68,Other,Married,Own,Condominium/Townhouse,5,Own,Zone 2,Post-undergraduate degree,21,Sales and Office,0,Less than 2,No,77000.00,$75 - $124
2211-NVOCWS-T17,Female,28,25-34,3.1,Mastercard,10,257.67,Other,0.79,Train/Subway,30,Visa,5,87.18,Platinum,Married,Own,Single-family,0,N/A,Zone 5,College degree,18,Managerial and Professional,1,Less than 2,No,70000.00,$50 - $74
3675-ORXDIG-S0B,Female,50,50-64,1.5,Visa,12,293.69,None,0.24,Car,20,Other,5,76.42,Gold,Married,Own,Condominium/Townhouse,2,Lease,Zone 1,High school degree,12,Sales and Office,1,Less than 2,No,31000.00,$25 - $49
0910-RCCSUI-ECP,Female,66,>65,14.9,Visa,15,580.38,Platinum,1.49,Car,25,Other,4,103.01,None,Married,Rent,Multiple-Family,2,Own,Zone 1,Did not complete high school,8,"Operation, Fabrication, General Labor",15,11 to 15,Yes,48000.00,$25 - $49
4273-YIIQIX-HWY,Male,43,35-49,18,Mastercard,11,452.3,Other,3.45,Car,29,Other,3,127.33,Other,Unmarried,Rent,Multiple-Family,3,Own,Zone 1,Some college,15,Sales and Office,6,6 to 10,No,30000.00,$25 - $49
7199-XZZDDR-G1N,Female,79,>65,11.7,American Express,11,573.05,Platinum,6.55,Walk,23,Discover,1,72.72,None,Unmarried,Own,Condominium/Townhouse,2,Own,Zone 3,High school degree,12,"Operation, Fabrication, General Labor",43,More than 15,Yes,98000.00,$75 - $124
5076-BXUAKZ-0Y0,Female,44,35-49,8.2,Discover,7,182.44,Other,2.51,Car,29,Mastercard,5,110.66,Other,Unmarried,Rent,Multiple-Family,4,Own,Zone 1,College degree,18,Sales and Office,1,Less than 2,No,57000.00,$50 - $74
5312-UQYWKD-TD9,Male,71,>65,1.4,Discover,8,296.29,Other,0.18,Train/Subway,19,American Express,3,150.01,Platinum,Married,Own,Condominium/Townhouse,0,N/A,Zone 5,High school degree,12,"Precision Production, Craft, Repair",33,More than 15,No,137000.00,$125+
5816-OPMQHG-U3B,Female,31,25-34,7.2,Discover,16,243.09,None,1.1,Car,27,American Express,3,55.94,None,Unmarried,Own,Single-family,2,Own,Zone 1,College degree,19,Service,4,2 to 5,No,56000.00,$50 - $74
1227-UVXTFQ-LIH,Male,60,50-64,14.5,Visa,7,186.91,Platinum,3.89,Walk,28,Mastercard,1,29.99,Gold,Unmarried,Rent,Single-family,2,Own,Zone 5,Some college,15,Sales and Office,13,11 to 15,No,142000.00,$125+
4185-MLJWGK-0LF,Male,24,18-24,1.8,Visa,13,299.11,Gold,0.12,Walk,13,Mastercard,3,62.41,None,Unmarried,Rent,Multiple-Family,0,N/A,Zone 1,Did not complete high school,8,Service,2,2 to 5,No,20000.00,Under $25
9075-CQTWMV-AUE,Male,23,18-24,6.2,American Express,11,251.15,Other,0.69,Car,20,Mastercard,7,174.6,Gold,Unmarried,Own,Single-family,3,Own,Zone 1,High school degree,12,Sales and Office,2,2 to 5,No,15000.00,Under $25
1083-PBHZLD-1OD,Female,70,>65,14.1,Visa,5,125.47,Gold,0.69,Telecommute,23,Discover,6,144.87,None,Married,Own,Single-family,0,N/A,Zone 5,Some college,16,"Precision Production, Craft, Repair",33,More than 15,Yes,49000.00,$25 - $49
7922-BXFWLZ-42B,Male,29,25-34,7.1,Visa,11,276.33,Gold,0.71,Bicycle,37,American Express,3,64.39,Other,Unmarried,Rent,Multiple-Family,0,N/A,Zone 4,College degree,17,Managerial and Professional,1,Less than 2,No,32000.00,$25 - $49
3870-RUGFIR-XKA,Female,18,18-24,0.8,Discover,16,569.73,None,0.07,Carpool,20,American Express,10,330.84,None,Unmarried,Own,Condominium/Townhouse,0,N/A,Zone 1,High school degree,13,Service,0,Less than 2,No,22000.00,Under $25
4579-MMSLXL-UBQ,Male,53,50-64,17.3,Visa,4,69.74,Gold,1.91,Car,16,Mastercard,4,137.4,Platinum,Unmarried,Own,Single-family,4,Own,Zone 1,Did not complete high school,11,Service,19,More than 15,No,74000.00,$50 - $74
2198-TTFSPH-RFL,Male,39,35-49,4.1,American Express,7,332.88,Other,0.34,Car,28,Discover,10,367.03,Other,Unmarried,Own,Single-family,2,Own,Zone 3,College degree,17,Service,8,6 to 10,No,38000.00,$25 - $49
2347-CJQMII-HZQ,Female,62,50-64,10.6,Visa,15,618.6,Gold,0.6,Car,17,American Express,7,175.03,Other,Married,Rent,Multiple-Family,4,Own,Zone 4,High school degree,13,Managerial and Professional,8,6 to 10,No,47000.00,$25 - $49
3278-BJQSLL-CUE,Male,55,50-64,3.6,Mastercard,7,126.82,None,3.3,Car,22,Visa,5,111.88,Other,Unmarried,Rent,Multiple-Family,3,Own,Zone 5,College degree,18,"Precision Production, Craft, Repair",12,11 to 15,No,112000.00,$75 - $124
3957-YFDRRZ-S0R,Female,78,>65,9.4,Visa,10,212.77,Gold,0.44,Bus,21,Other,5,113.69,Gold,Unmarried,Own,Single-family,1,Lease,Zone 1,Did not complete high school,8,Agricultural and Natural Resources,43,More than 15,Yes,19000.00,Under $25
0874-RLIDFE-DKM,Female,34,25-34,3.7,Mastercard,11,259.83,Gold,0.26,Carpool,32,Other,8,211.42,Platinum,Married,Own,Mobile Home,0,N/A,Zone 1,Did not complete high school,10,Service,7,6 to 10,No,29000.00,$25 - $49
7709-ANYDPO-S7H,Male,78,>65,2.5,Visa,5,136.93,None,0.03,Train/Subway,41,Mastercard,7,199.76,Other,Married,Own,Multiple-Family,1,Lease,Zone 5,Did not complete high school,8,Managerial and Professional,30,More than 15,Yes,12000.00,Under $25
6175-CLPXTL-KC5,Male,21,18-24,24.3,American Express,6,295.76,Platinum,1.16,Bus,35,Visa,7,218.59,None,Unmarried,Own,Single-family,0,N/A,Zone 4,Some college,16,"Precision Production, Craft, Repair",0,Less than 2,No,21000.00,Under $25
5590-QCTOSS-I2E,Male,24,18-24,7.4,American Express,14,782.8,None,0.66,Train/Subway,27,Mastercard,5,184.8,None,Unmarried,Own,Mobile Home,0,N/A,Zone 1,College degree,17,"Precision Production, Craft, Repair",0,Less than 2,No,18000.00,Under $25
4253-IRSCSK-51I,Female,21,18-24,8.2,Discover,9,187.52,Other,0.79,Bus,33,Visa,3,57.9,Other,Unmarried,Own,Single-family,2,Own,Zone 2,Some college,16,"Precision Production, Craft, Repair",0,Less than 2,No,31000.00,$25 - $49
1450-QBPTGG-TTM,Male,42,35-49,6.5,Discover,14,718.86,Platinum,2.3,Car,23,American Express,6,324.58,Platinum,Unmarried,Rent,Multiple-Family,4,Own,Zone 1,College degree,17,Managerial and Professional,4,2 to 5,No,79000.00,$75 - $124
1577-VXNSMP-M3E,Female,38,35-49,2.9,Visa,5,170.15,Other,1.48,Car,40,Discover,4,106.42,Other,Married,Rent,Multiple-Family,4,Own,Zone 5,Some college,16,Service,12,11 to 15,No,113000.00,$75 - $124
1852-FJUREZ-J28,Male,62,50-64,12,American Express,11,467.1,Platinum,5.8,Car,23,Discover,7,392.6,Platinum,Married,Rent,Single-family,3,Own,Zone 1,High school degree,12,"Operation, Fabrication, General Labor",24,More than 15,No,160000.00,$125+
2363-BCFMDR-43O,Male,53,50-64,5.1,American Express,10,245.91,None,2.22,Bus,22,Discover,8,255.27,None,Married,Rent,Single-family,2,Own,Zone 1,High school degree,12,Agricultural and Natural Resources,21,More than 15,No,83000.00,$75 - $124
2670-UQJKZH-ZNG,Female,63,50-64,7.5,Visa,11,200.82,None,0.22,Bus,32,Discover,4,102.72,Platinum,Unmarried,Own,Mobile Home,2,Own,Zone 5,College degree,17,Managerial and Professional,21,More than 15,Yes,14000.00,Under $25
9834-TWWKKW-HCR,Male,54,50-64,3.2,American Express,13,1088.9,Platinum,0.79,Bus,24,Mastercard,6,582.66,Other,Unmarried,Own,Single-family,2,Own,Zone 5,Some college,15,Service,13,11 to 15,No,97000.00,$75 - $124
4763-UVSQEC-EDO,Female,59,50-64,12.6,Visa,14,169.29,None,2.12,Car,33,Mastercard,7,98.31,Gold,Unmarried,Own,Mobile Home,7,Own,Zone 4,High school degree,13,Sales and Office,6,6 to 10,No,46000.00,$25 - $49
8896-WHEJJN-O7O,Male,57,50-64,15.3,Discover,8,199.01,Gold,1.07,Walk,23,Visa,4,109.09,Gold,Unmarried,Own,Single-family,2,Own,Zone 3,Some college,15,"Precision Production, Craft, Repair",21,More than 15,No,111000.00,$75 - $124
3900-KDRPVP-CCX,Male,68,>65,4.2,American Express,9,236.18,Platinum,0.37,Walk,31,Mastercard,4,104.29,Platinum,Unmarried,Rent,Multiple-Family,2,Own,Zone 2,Some college,16,Sales and Office,5,2 to 5,Yes,37000.00,$25 - $49
4517-HGJRML-44A,Male,26,25-34,2.4,American Express,6,269.71,None,0.55,Car,22,Discover,8,354.17,Gold,Unmarried,Rent,Multiple-Family,3,Own,Zone 5,College degree,17,Sales and Office,0,Less than 2,No,43000.00,$25 - $49
1916-SNNAIP-MIQ,Female,46,35-49,8.3,American Express,13,311.21,Platinum,0.6,Car,28,Mastercard,1,39.44,None,Unmarried,Rent,Single-family,2,Own,Zone 4,High school degree,14,Sales and Office,2,2 to 5,No,33000.00,$25 - $49
9343-WKHXRS-9B8,Female,37,35-49,11,Discover,6,339.36,Other,0.92,Carpool,19,Mastercard,7,472.09,Gold,Unmarried,Rent,Multiple-Family,2,Own,Zone 3,College degree,18,Managerial and Professional,2,2 to 5,No,102000.00,$75 - $124
6811-GXLFHF-AA2,Female,42,35-49,12.9,Visa,7,151.33,Platinum,2.11,Car,20,Mastercard,11,332.92,Gold,Married,Own,Single-family,3,Own,Zone 1,Did not complete high school,11,Agricultural and Natural Resources,10,6 to 10,No,42000.00,$25 - $49
0616-WAHGED-HDU,Male,48,35-49,16.1,Discover,11,1104.94,Platinum,4.33,Car,27,American Express,4,408.08,Other,Married,Rent,Multiple-Family,4,Own,Zone 5,High school degree,14,Sales and Office,4,2 to 5,No,92000.00,$75 - $124
5926-ZSEVEY-F73,Male,27,25-34,10.4,Visa,5,117.24,Platinum,0.56,Car,28,Mastercard,7,192.93,Other,Unmarried,Rent,Multiple-Family,3,Own,Zone 5,High school degree,13,Managerial and Professional,3,2 to 5,No,33000.00,$25 - $49
8176-RFURSX-GVJ,Female,28,25-34,7.3,Mastercard,14,435.29,None,0.04,Telecommute,28,Visa,7,240.3,None,Married,Own,Single-family,2,Own,Zone 1,Did not complete high school,11,Service,7,6 to 10,No,27000.00,$25 - $49
2858-QGCFXO-7P0,Female,48,35-49,25.4,Visa,12,356.39,Platinum,1.62,Walk,20,Discover,4,82.03,Other,Unmarried,Own,Condominium/Townhouse,1,Own,Zone 4,Some college,16,Sales and Office,4,2 to 5,No,23000.00,Under $25
4297-QGKHSA-LDY,Female,40,35-49,13,Other,12,266.95,None,2.06,Car,25,Mastercard,4,161.6,Platinum,Unmarried,Rent,Multiple-Family,3,Own,Zone 2,Did not complete high school,11,Managerial and Professional,2,2 to 5,No,27000.00,$25 - $49
3554-OJYRAN-YVT,Male,56,50-64,15.8,Visa,9,574.1,None,1.07,Car,21,Mastercard,4,274.5,Other,Married,Rent,Condominium/Townhouse,2,Lease,Zone 1,Did not complete high school,10,Sales and Office,5,2 to 5,No,32000.00,$25 - $49
0595-DEWLHU-9QX,Male,60,50-64,21.6,Visa,10,405.04,Other,3.04,Bus,25,Discover,8,162.83,Gold,Married,Own,Multiple-Family,2,Own,Zone 5,Did not complete high school,9,Managerial and Professional,9,6 to 10,No,44000.00,$25 - $49
5861-QRWWMH-FOW,Female,61,50-64,18.4,Discover,9,142.21,Platinum,4.06,Car,30,Mastercard,7,115.25,Platinum,Unmarried,Rent,Multiple-Family,3,Own,Zone 2,Post-undergraduate degree,21,Sales and Office,4,2 to 5,No,42000.00,$25 - $49
0082-NSSEDJ-QLZ,Male,34,25-34,7.6,American Express,10,618.23,Gold,0.9,Car,19,Discover,6,241.55,Platinum,Unmarried,Rent,Multiple-Family,7,Own,Zone 5,Some college,16,Service,8,6 to 10,No,50000.00,$50 - $74
3757-RXQZKA-3PB,Female,75,>65,9.8,Visa,8,129.71,Gold,0.37,Car,18,Discover,6,199.36,Gold,Unmarried,Rent,Single-family,4,Own,Zone 2,Did not complete high school,11,Managerial and Professional,8,6 to 10,Yes,15000.00,Under $25
1216-GMTFVY-OY2,Female,25,25-34,5.1,Mastercard,10,232.36,Other,0.37,Car,29,Visa,9,196.09,Platinum,Unmarried,Own,Multiple-Family,4,Lease,Zone 2,High school degree,13,"Operation, Fabrication, General Labor",4,2 to 5,No,22000.00,Under $25
8057-OLFUBF-NJY,Female,31,25-34,27.9,American Express,10,515.44,None,6.04,Carpool,26,Discover,6,253.26,Other,Married,Own,Condominium/Townhouse,1,Own,Zone 2,High school degree,14,Sales and Office,1,Less than 2,No,40000.00,$25 - $49
3232-SAGNKW-09U,Female,40,35-49,11.6,Mastercard,9,226.58,Other,2.94,Carpool,17,Visa,6,169.83,Platinum,Unmarried,Own,Condominium/Townhouse,1,Own,Zone 5,High school degree,12,Agricultural and Natural Resources,17,More than 15,No,71000.00,$50 - $74
7527-GRDEGA-M5T,Male,66,>65,15.4,American Express,16,835.61,None,2.76,Car,15,Visa,1,53.89,None,Married,Own,Single-family,2,Own,Zone 1,Did not complete high school,10,Managerial and Professional,14,11 to 15,No,88000.00,$75 - $124
7610-MZWISR-QEB,Male,31,25-34,9.8,American Express,6,478.89,Gold,0.59,Carpool,31,Visa,5,363.31,None,Married,Rent,Multiple-Family,1,Own,Zone 5,Some college,16,Sales and Office,1,Less than 2,No,23000.00,Under $25
9380-CEFWSG-TR8,Female,21,18-24,2.1,Other,14,346.26,None,0.21,Carpool,22,Mastercard,7,224.92,Gold,Married,Own,Condominium/Townhouse,0,N/A,Zone 3,Some college,16,Managerial and Professional,0,Less than 2,No,29000.00,$25 - $49
5500-UWXWAH-7JA,Female,67,>65,11.7,Visa,9,313.06,Gold,0.96,Car,25,Mastercard,2,84.68,Gold,Unmarried,Rent,Multiple-Family,5,Own,Zone 4,Did not complete high school,11,Sales and Office,3,2 to 5,Yes,11000.00,Under $25
7196-HOKKVE-77Z,Male,30,25-34,3.9,Visa,9,307.64,Other,0.29,Car,14,Discover,7,176.26,Platinum,Married,Rent,Multiple-Family,3,Lease,Zone 1,College degree,19,Service,1,Less than 2,No,23000.00,Under $25
2167-LOKFNB-F1W,Male,64,50-64,18.2,Mastercard,12,331.88,Platinum,1.53,Car,15,Visa,6,267.63,Platinum,Unmarried,Rent,Multiple-Family,4,Own,Zone 1,Some college,15,Managerial and Professional,18,More than 15,No,69000.00,$50 - $74
5400-HITPYS-IVV,Male,53,50-64,19.6,Other,8,343.9,Platinum,14.32,Car,39,Mastercard,3,91.76,Gold,Unmarried,Own,Single-family,3,Lease,Zone 4,Some college,15,"Operation, Fabrication, General Labor",23,More than 15,No,83000.00,$75 - $124
7605-ONWIDT-OU0,Female,19,18-24,5.1,American Express,10,886.43,Other,0.33,Walk,34,Mastercard,6,662.07,Gold,Married,Own,Condominium/Townhouse,0,N/A,Zone 3,High school degree,14,Managerial and Professional,0,Less than 2,No,21000.00,Under $25
0587-AGUSYJ-NOR,Male,69,>65,15.4,Visa,11,464.51,Platinum,1.26,Bus,33,Mastercard,2,72.27,Platinum,Unmarried,Own,Single-family,1,Own,Zone 2,Some college,16,Service,28,More than 15,Yes,60000.00,$50 - $74
1727-IMJADL-GHZ,Female,71,>65,14.4,Visa,8,164.29,None,0.3,Car,21,Other,5,107.37,None,Unmarried,Rent,Multiple-Family,2,Lease,Zone 2,College degree,18,"Precision Production, Craft, Repair",25,More than 15,Yes,20000.00,Under $25
5245-GTQIJJ-C89,Male,25,25-34,13.9,American Express,10,277.16,Platinum,0.5,Telecommute,28,Discover,4,134.3,None,Married,Rent,Multiple-Family,0,N/A,Zone 1,Some college,16,"Operation, Fabrication, General Labor",1,Less than 2,No,29000.00,$25 - $49
7422-CULYVD-6HH,Female,75,>65,3,Mastercard,12,369.23,Gold,0.75,Train/Subway,22,Discover,4,98.16,Other,Unmarried,Own,Single-family,0,N/A,Zone 2,Did not complete high school,11,"Operation, Fabrication, General Labor",24,More than 15,Yes,48000.00,$25 - $49
0644-DTJAYD-9JK,Female,39,35-49,15.6,Discover,5,91.36,Other,3.54,Walk,25,Visa,9,191.08,None,Married,Own,Single-family,0,N/A,Zone 3,College degree,18,"Operation, Fabrication, General Labor",6,6 to 10,No,38000.00,$25 - $49
3021-BRYKZT-9EP,Female,41,35-49,18.3,Discover,9,293.23,Other,0.69,Car,28,Visa,6,250.28,Platinum,Married,Own,Multiple-Family,5,Own,Zone 4,High school degree,14,Managerial and Professional,8,6 to 10,No,37000.00,$25 - $49
2681-MOWKDD-1WV,Male,76,>65,9.6,Discover,12,511.69,None,2.81,Car,33,Visa,2,42.59,Gold,Married,Own,Condominium/Townhouse,3,Own,Zone 3,High school degree,12,Sales and Office,15,11 to 15,No,68000.00,$50 - $74
4658-VETXPI-KJJ,Female,53,50-64,12.9,Discover,9,159.43,Other,2.51,Walk,21,Mastercard,0,0,Platinum,Married,Rent,Multiple-Family,0,N/A,Zone 4,Post-undergraduate degree,20,Managerial and Professional,8,6 to 10,No,88000.00,$75 - $124
7254-GKAZNV-X3I,Male,21,18-24,8.3,Mastercard,12,316.23,Gold,1.3,Car,29,American Express,6,137.67,None,Unmarried,Rent,Multiple-Family,1,Own,Zone 1,Some college,15,Sales and Office,0,Less than 2,No,44000.00,$25 - $49
6446-TPSGXP-7M9,Female,54,50-64,3.1,Visa,14,510.15,Other,1.31,Car,31,American Express,6,341.7,Other,Unmarried,Rent,Multiple-Family,3,Own,Zone 3,High school degree,14,Managerial and Professional,12,11 to 15,No,90000.00,$75 - $124
9122-PFMHXH-M31,Male,47,35-49,5.8,Mastercard,13,196.6,None,0.38,Car,27,Discover,5,90.58,Platinum,Married,Rent,Multiple-Family,2,Own,Zone 1,Did not complete high school,10,Sales and Office,5,2 to 5,No,29000.00,$25 - $49
4051-HMTRTW-XKC,Female,50,50-64,1.7,American Express,10,312.65,Other,0.03,Car,25,Mastercard,5,250.47,Other,Married,Own,Single-family,2,Own,Zone 5,Did not complete high school,11,"Operation, Fabrication, General Labor",12,11 to 15,No,35000.00,$25 - $49
4420-KFHEEQ-C35,Female,48,35-49,3,Visa,13,523.81,Other,0.88,Car,25,American Express,4,146.1,Gold,Unmarried,Own,Single-family,3,Own,Zone 2,College degree,17,Sales and Office,7,6 to 10,No,91000.00,$75 - $124
